path,label
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1038).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1039).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (104).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1040).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1041).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1042).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1043).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1044).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1046).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1047).JPG,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1053).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1054).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1056).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1057).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1058).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1059).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (106).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1060).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1061).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1062).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1065).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1066).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1068).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (107).JPG,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1070).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1071).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1072).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1073).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1075).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1076).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1077).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1078).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1079).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1080).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1081).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1082).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1084).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1086).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1087).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1089).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (109).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1090).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1091).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1092).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1093).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1094).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1097).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1098).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1099).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (11).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (110).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1100).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1101).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1102).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1103).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1104).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1105).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1106).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1107).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1108).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1109).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1110).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1111).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1112).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1113).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1114).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1116).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1117).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1118).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1121).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1122).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1123).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1125).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1126).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1127).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1128).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1129).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (113).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1130).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1131).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1132).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1133).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1134).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1136).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1137).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1138).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1139).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (114).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1140).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1141).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1142).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1143).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1146).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1147).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1148).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1149).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (115).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1151).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1152).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1154).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1156).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1158).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1159).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1161).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (1162).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (117).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (118).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (119).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (12).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (122).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (123).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (124).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (125).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (126).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (127).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (128).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (13).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (130).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (132).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (133).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (134).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (135).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (136).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (137).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (139).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (14).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (140).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (142).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (143).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (145).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (146).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (148).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (149).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (150).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (153).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (154).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (155).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (156).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (157).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (158).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (159).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (160).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (162).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (163).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (164).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (165).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (166).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (167).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (17).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (170).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (171).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (172).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (173).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (174).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (176).JPG,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (177).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (179).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (18).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (180).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (181).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (183).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (184).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (185).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (186).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (187).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (188).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (189).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (190).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (191).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (192).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (196).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (197).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (198).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (199).JPG,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (2).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (20).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (200).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (201).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (202).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (203).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (204).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (205).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (206).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (208).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (209).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (210).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (211).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (212).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (213).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (214).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (215).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (216).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (217).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (219).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (22).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (221).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (222).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (224).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (225).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (227).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (229).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (230).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (231).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (232).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (233).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (234).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (235).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (236).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (237).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (238).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (239).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (24).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (240).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (241).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (242).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (243).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (246).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (247).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (248).jpg,Healthy_maize
d:\CAPSTONE PROJECT\datasets\maize trainningsystem\healthy\Corn_Health (249).jpg,Healthy_maize
